user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_money_other_brokers,mifid_invested_other_brokers,mifid_experience,has_linked_account,linked_account_days,has_demo_account,demo_account_days,has_demo_trade,demo_trade_days,has_mock_account,mock_account_days,user_flow_name,days_until_conversion_or_today,is_converted
USD,46,0.0,1,1.0,1,19.0,8,0,7,8,1,1,6,0,1,19.0,0,,0,,0,,2,19,1
USD,28,19.0,1,19.0,1,19.0,2,3,12,13,1,1,13,1,0,,1,0.0,1,1.0,0,,0,21,1
USD,28,0.0,0,,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,0,471,0
USD,111,0.0,0,,0,,0,1,12,9,1,1,12,1,0,,0,,0,,0,,2,471,0
USD,64,0.0,1,1.0,1,4.0,2,4,13,5,0,1,12,0,0,,1,0.0,1,0.0,0,,0,5,1
EUR,46,13.0,0,,0,,0,1,13,13,1,0,0,0,0,,0,,0,,0,,0,471,0
USD,160,0.0,1,5.0,0,,0,1,7,6,1,1,5,1,0,,0,,0,,0,,2,471,0
EUR,46,0.0,1,0.0,0,,0,1,7,5,0,1,5,1,0,,0,,0,,0,,2,471,0
EUR,46,49.0,1,49.0,1,50.0,4,0,5,5,0,1,12,0,0,,0,,0,,0,,2,471,0
EUR,46,0.0,1,6.0,1,6.0,2.8,0,12,12,0,0,0,0,0,,0,,0,,0,,2,471,0
EUR,46,0.0,0,,0,,0,1,6,13,1,1,13,1,0,,0,,0,,0,,2,471,0
EUR,27,8.0,1,8.0,0,,0,1,5,13,1,0,0,1,0,,0,,0,,0,,2,471,0
EUR,50,0.0,1,0.0,1,2.0,80,5,11,9,0,1,9,0,0,,0,,0,,0,,0,471,0
EUR,119,0.0,1,0.0,0,,0,1,10,10,1,1,9,1,0,,0,,0,,0,,2,471,0
USD,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,471,0
USD,26,0.0,0,,0,,0,1,10,9,0,0,0,1,0,,0,,0,,0,,0,471,0
GBP,53,0.0,1,5.0,0,,0,1,7,12,0,0,0,0,0,,0,,0,,0,,2,471,0
EUR,46,0.0,1,0.0,1,1.0,4,0,5,12,0,1,12,0,0,,0,,0,,0,,2,21,1
EUR,46,0.0,1,0.0,1,391.0,20,5,13,13,0,1,12,0,1,0.0,1,0.0,1,0.0,0,,0,5,1
USD,104,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,471,0
USD,144,34.0,1,35.0,1,48.0,20,3,7,6,1,1,10,0,0,,1,37.0,1,37.0,0,,0,49,1
EUR,46,457.0,1,462.0,0,,0,1,6,6,1,0,0,0,0,,0,,0,,0,,2,471,0
USD,10,0.0,1,0.0,1,7.0,6,5,7,6,1,1,6,0,1,11.0,0,,0,,0,,2,12,1
USD,41,79.0,1,82.0,0,,0,1,7,9,1,1,5,1,0,,0,,0,,0,,2,471,0
EUR,37,364.0,1,365.0,1,376.0,2.4,5,8,7,1,1,12,0,0,,1,0.0,1,0.0,0,,0,398,1
EUR,46,0.0,1,1.0,0,,0,1,7,6,1,1,6,0,0,,0,,0,,0,,2,472,0
EUR,46,0.0,1,1.0,1,9.0,4,0,12,13,1,0,0,0,0,,1,1.0,0,,0,,2,13,1
USD,26,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,472,0
EUR,46,0.0,1,1.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,472,0
USD,30,0.0,0,,0,,0,1,5,6,0,1,12,1,0,,0,,0,,0,,2,472,0
GBP,53,1.0,1,1.0,1,1.0,2,0,7,6,1,1,6,0,0,,1,0.0,0,,0,,0,1,1
USD,123,0.0,0,,0,,0,1,13,7,0,1,12,0,0,,0,,0,,0,,2,472,0
USD,125,0.0,1,2.0,0,,0,1,6,13,1,0,0,1,0,,0,,0,,0,,0,472,0
USD,125,0.0,0,,0,,0,1,13,5,0,0,0,1,0,,0,,0,,0,,2,472,0
USD,160,0.0,0,,0,,0,1,10,10,0,0,0,0,0,,0,,0,,0,,0,472,0
USD,31,0.0,0,,0,,0,1,6,7,1,0,0,1,0,,0,,0,,0,,0,472,0
EUR,46,204.0,1,407.0,0,,0,1,8,6,1,1,7,1,0,,0,,0,,0,,2,472,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,472,0
USD,153,0.0,1,0.0,0,,0,1,6,5,1,0,0,1,0,,0,,0,,0,,2,472,0
EUR,46,0.0,1,10.0,1,23.0,60,5,8,6,1,1,13,1,0,,0,,0,,0,,2,38,1
EUR,69,0.0,1,0.0,1,3.0,2,5,9,9,1,1,9,1,1,0.0,0,,0,,0,,2,8,1
GBP,104,0.0,1,0.0,0,,0,1,7,7,1,0,0,1,0,,0,,0,,0,,2,472,0
EUR,46,0.0,0,,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,472,0
USD,152,4.0,1,7.0,0,,0,1,7,7,1,1,13,1,0,,0,,0,,0,,0,472,0
USD,100,0.0,0,,0,,0,1,8,9,1,0,0,1,0,,0,,0,,0,,2,472,0
USD,74,0.0,1,0.0,1,3.0,2.16,4,7,7,1,1,12,1,0,,1,1.0,1,13.0,0,,2,52,1
USD,160,0.0,0,,0,,0,1,9,8,1,1,7,1,0,,0,,0,,0,,2,472,0
USD,161,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,473,0
USD,100,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,473,0
EUR,46,40.0,1,42.0,0,,0,1,5,7,1,0,0,0,0,,0,,0,,0,,0,473,0
USD,100,63.0,1,66.0,1,103.0,2.004,3,12,15,1,0,0,1,0,,1,0.0,1,56.0,0,,2,175,1
USD,31,0.0,1,1.0,0,,0,1,13,5,0,1,12,0,0,,0,,0,,0,,2,473,0
EUR,46,0.0,1,7.0,0,,0,1,12,13,1,0,0,1,0,,0,,0,,0,,0,473,0
EUR,53,0.0,0,,0,,0,1,6,6,1,0,0,1,0,,0,,0,,0,,2,473,0
USD,111,149.0,1,150.0,1,151.0,2,3,13,5,0,0,0,0,0,,0,,0,,0,,2,473,0
GBP,53,0.0,1,1.0,0,,0,1,6,6,1,0,0,1,0,,0,,0,,0,,2,473,0
EUR,46,88.0,1,91.0,1,109.0,18.93968,5,15,9,1,1,9,0,0,,0,,0,,0,,0,473,0
EUR,46,164.0,1,164.0,1,165.0,2,0,5,6,1,1,12,1,0,,1,0.0,0,,0,,0,206,1
EUR,46,0.0,1,1.0,1,9.0,28,5,9,9,1,0,0,0,0,,0,,0,,0,,2,473,0
EUR,46,0.0,1,1.0,0,,0,1,9,9,1,0,0,1,0,,0,,0,,0,,0,473,0
EUR,129,317.0,0,,0,,0,1,8,8,1,1,8,1,0,,0,,0,,0,,0,473,0
USD,100,60.0,0,,0,,0,1,13,13,1,0,0,1,0,,0,,0,,0,,0,473,0
USD,43,0.0,1,0.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,473,0
EUR,16,0.0,1,0.0,1,1.0,4,5,7,7,0,0,0,0,0,,0,,0,,0,,2,2,1
EUR,46,14.0,1,15.0,1,22.0,24,5,6,6,1,1,5,0,0,,1,0.0,1,1.0,0,,0,22,1
EUR,47,0.0,1,0.0,0,,0,1,9,8,1,0,0,1,0,,0,,0,,0,,2,473,0
USD,144,0.0,0,,0,,0,1,13,13,1,1,13,1,0,,0,,0,,0,,2,473,0
EUR,46,0.0,1,37.0,1,97.0,2,0,12,13,0,1,12,0,0,,1,0.0,0,,0,,0,98,1
USD,31,11.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,474,0
EUR,46,172.0,1,173.0,0,,0,1,13,13,1,0,0,0,0,,0,,0,,0,,2,474,0
USD,107,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,474,0
EUR,46,0.0,1,1.0,0,,0,1,5,12,1,1,13,1,0,,0,,0,,0,,0,474,0
USD,130,0.0,1,1.0,0,,0,1,9,10,1,1,8,1,0,,0,,0,,0,,0,474,0
USD,46,0.0,1,1.0,0,,0,1,6,6,0,1,12,1,0,,0,,0,,0,,2,474,0
USD,155,0.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,2,474,0
USD,26,0.0,0,,0,,0,1,13,13,1,1,13,0,0,,0,,0,,0,,2,474,0
USD,46,120.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,475,0
USD,130,0.0,1,439.0,0,,0,1,8,6,1,1,5,1,0,,0,,0,,0,,2,475,0
USD,8,0.0,1,2.0,0,,0,1,13,6,1,1,12,0,0,,0,,0,,0,,2,475,0
USD,104,0.0,1,2.0,0,,0,1,6,8,1,0,0,1,0,,0,,0,,0,,2,475,0
USD,100,0.0,0,,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,2,475,0
EUR,50,0.0,1,2.0,1,118.0,17.84,5,9,8,1,0,0,1,0,,0,,0,,0,,2,2,1
EUR,46,0.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,2,475,0
EUR,77,0.0,0,,0,,0,1,13,5,1,1,12,0,0,,0,,0,,0,,2,475,0
USD,1,0.0,0,,0,,0,1,10,13,1,1,15,1,0,,0,,0,,0,,2,475,0
USD,109,0.0,1,2.0,1,2.0,2,3,8,8,0,1,13,0,0,,1,0.0,1,3.0,0,,2,6,1
EUR,46,0.0,1,46.0,0,,0,1,7,8,1,0,0,0,0,,0,,0,,0,,2,475,0
USD,10,0.0,0,,0,,0,1,5,7,1,1,13,0,0,,0,,0,,0,,2,475,0
EUR,46,0.0,1,3.0,1,10.0,24,5,5,5,1,1,12,1,0,,0,,0,,0,,2,13,1
USD,138,0.0,0,,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,476,0
USD,31,0.0,0,,0,,0,1,5,5,0,0,0,0,0,,0,,0,,0,,2,476,0
USD,160,0.0,0,,0,,0,1,9,8,1,1,6,1,0,,0,,0,,0,,0,476,0
EUR,10,5.0,1,6.0,0,,0,1,12,8,1,1,12,0,0,,0,,0,,0,,1,476,0
USD,100,49.0,1,52.0,1,55.0,2.03148,4,13,5,1,1,12,1,0,,0,,0,,0,,2,55,1
USD,111,0.0,1,3.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,476,0
USD,31,123.0,1,123.0,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,2,476,0
EUR,46,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,476,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,476,0
USD,130,0.0,1,0.0,0,,0,1,6,6,1,1,13,0,0,,0,,0,,0,,2,476,0
EUR,106,0.0,1,1.0,0,,0,1,12,8,1,1,12,1,0,,0,,0,,0,,2,476,0
USD,26,0.0,0,,0,,0,1,12,5,1,0,0,0,0,,0,,0,,0,,2,476,0
USD,160,0.0,1,0.0,0,,0,1,13,5,1,1,13,1,0,,0,,0,,0,,2,476,0
USD,100,0.0,0,,0,,0,1,15,9,1,1,8,1,0,,0,,0,,0,,2,476,0
USD,125,0.0,1,0.0,0,,0,1,10,10,1,0,0,0,0,,0,,0,,0,,2,476,0
USD,31,36.0,1,280.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,476,0
USD,41,1.0,0,,0,,0,1,12,6,0,0,0,0,0,,0,,0,,0,,2,477,0
USD,8,0.0,0,,0,,0,1,12,6,0,0,0,0,0,,0,,0,,0,,2,477,0
EUR,46,0.0,0,,0,,0,1,12,8,1,0,0,1,0,,0,,0,,0,,0,477,0
USD,53,0.0,0,,0,,0,1,9,9,1,1,6,1,0,,0,,0,,0,,2,477,0
USD,28,77.0,1,301.0,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,2,477,0
EUR,42,0.0,1,1.0,1,452.0,2.04,5,13,13,0,1,12,1,0,,0,,0,,0,,2,477,0
EUR,46,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,477,0
USD,161,0.0,1,0.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,477,0
USD,82,0.0,0,,0,,0,1,7,5,1,1,12,1,0,,0,,0,,0,,2,477,0
USD,43,0.0,1,0.0,0,,0,1,6,13,1,1,5,1,0,,0,,0,,0,,2,477,0
EUR,46,0.0,1,0.0,1,8.0,2,5,5,6,1,1,12,0,0,,1,0.0,0,,0,,0,11,1
USD,46,0.0,0,,0,,0,1,13,12,0,0,0,0,0,,0,,0,,0,,0,477,0
USD,150,4.0,0,,0,,0,1,13,12,0,0,0,0,0,,0,,0,,0,,2,477,0
EUR,46,0.0,1,4.0,1,42.0,16,5,6,6,1,1,13,0,0,,1,0.0,0,,0,,0,47,1
EUR,46,116.0,1,141.0,0,,0,1,13,5,0,0,0,0,0,,0,,0,,0,,2,477,0
USD,30,0.0,1,0.0,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,2,477,0
EUR,77,0.0,1,0.0,1,8.0,4,5,6,6,1,1,5,1,0,,0,,0,,0,,2,477,0
EUR,125,0.0,1,1.0,0,,0,1,8,6,1,1,7,1,0,,0,,0,,0,,2,477,0
EUR,46,5.0,1,6.0,0,,0,1,13,5,0,0,0,0,0,,0,,0,,0,,2,477,0
USD,160,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,477,0
USD,41,0.0,1,11.0,1,79.0,2.04,3,12,12,1,0,0,1,0,,1,0.0,1,61.0,0,,0,81,1
USD,26,0.0,1,13.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,477,0
USD,153,0.0,1,0.0,1,130.0,10,5,8,7,1,1,7,1,1,231.0,1,4.0,1,5.0,0,,2,271,1
EUR,46,7.0,1,12.0,1,13.0,2,0,7,7,1,1,13,0,0,,1,0.0,1,2.0,0,,0,15,1
USD,161,0.0,1,1.0,0,,0,1,5,13,1,1,12,1,0,,0,,0,,0,,2,478,0
USD,30,50.0,0,,0,,0,1,7,10,1,1,6,0,0,,0,,0,,0,,2,478,0
USD,100,28.0,1,28.0,0,,0,1,5,7,1,1,12,0,0,,0,,0,,0,,0,478,0
EUR,46,0.0,0,,0,,0,1,6,7,1,0,0,1,0,,0,,0,,0,,2,478,0
USD,161,0.0,1,1.0,1,41.0,2,3,12,8,1,1,5,1,0,,1,0.0,0,,0,,0,154,1
USD,161,0.0,1,1.0,1,1.0,2,3,12,12,1,1,12,1,0,,0,,0,,0,,2,6,1
USD,50,0.0,0,,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,478,0
USD,1,0.0,1,1.0,1,1.0,4,3,7,6,1,0,0,1,0,,0,,0,,0,,2,1,1
EUR,46,5.0,1,5.0,0,,0,1,5,5,0,0,0,0,0,,0,,0,,0,,0,478,0
USD,152,0.0,1,1.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,478,0
EUR,50,0.0,1,1.0,1,7.0,8,5,6,7,1,0,0,1,0,,1,6.0,1,22.0,0,,2,23,1
USD,43,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,478,0
USD,9,0.0,1,1.0,1,1.0,2,0,5,5,1,1,12,0,0,,1,0.0,0,,0,,2,2,1
USD,161,0.0,0,,0,,0,1,5,6,0,0,0,0,0,,0,,0,,0,,2,478,0
USD,125,222.0,0,,0,,0,1,7,7,1,0,0,1,0,,0,,0,,0,,2,478,0
EUR,46,0.0,1,0.0,0,,0,1,12,12,0,1,12,1,0,,0,,0,,0,,0,478,0
EUR,46,0.0,1,1.0,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,0,478,0
USD,160,0.0,0,,0,,0,1,12,13,1,1,13,1,0,,0,,0,,0,,0,478,0
USD,30,0.0,0,,0,,0,1,15,15,0,1,9,1,0,,0,,0,,0,,2,478,0
USD,84,0.0,1,0.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,478,0
USD,46,19.0,0,,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,2,478,0
USD,53,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,478,0
USD,67,0.0,0,,0,,0,1,5,13,0,0,0,0,0,,0,,0,,0,,2,478,0
USD,138,0.0,1,102.0,0,,0,1,12,13,1,1,12,0,0,,0,,0,,0,,2,478,0
USD,31,20.0,0,,0,,0,1,13,13,1,0,0,0,0,,0,,0,,0,,0,479,0
EUR,46,8.0,0,,0,,0,1,13,5,1,0,0,0,0,,0,,0,,0,,0,479,0
EUR,46,0.0,1,1.0,1,1.0,2,0,7,9,1,1,7,1,0,,0,,0,,0,,2,1,1
EUR,46,1.0,1,3.0,1,8.0,40,5,7,7,1,0,0,0,0,,0,,0,,0,,2,10,1
USD,114,1.0,1,3.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,479,0
GBP,46,11.0,1,351.0,1,351.0,2,0,8,8,0,1,12,0,0,,1,0.0,1,59.0,0,,2,352,1
GBP,53,0.0,0,,0,,0,1,6,5,0,1,6,0,0,,0,,0,,0,,0,479,0
EUR,46,0.0,0,,0,,0,1,5,7,1,1,5,1,0,,0,,0,,0,,2,479,0
USD,31,0.0,0,,0,,0,1,8,7,0,0,0,0,0,,0,,0,,0,,2,479,0
EUR,46,1.0,1,1.0,1,1.0,8,0,6,6,1,1,12,0,0,,0,,0,,0,,2,6,1
USD,91,0.0,1,0.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,479,0
USD,153,4.0,1,6.0,1,6.0,2,0,6,7,1,0,0,1,0,,0,,0,,0,,2,479,0
USD,160,0.0,1,0.0,0,,0,1,6,6,1,1,12,1,0,,0,,0,,0,,2,479,0
USD,46,0.0,0,,0,,0,1,9,9,1,1,7,0,0,,0,,0,,0,,2,479,0
EUR,46,28.0,0,,0,,0,1,12,5,0,1,12,0,0,,0,,0,,0,,0,479,0
EUR,46,0.0,0,,0,,0,1,13,5,1,1,13,1,0,,0,,0,,0,,2,479,0
USD,160,0.0,1,0.0,0,,0,1,7,7,1,1,6,1,0,,0,,0,,0,,2,479,0
EUR,107,0.0,1,28.0,1,28.0,2,0,12,13,0,1,12,1,0,,0,,0,,0,,2,479,0
USD,53,0.0,0,,0,,0,1,9,8,1,0,0,1,0,,0,,0,,0,,2,479,0
USD,100,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,480,0
EUR,46,0.0,0,,0,,0,1,13,6,0,1,12,1,0,,0,,0,,0,,2,480,0
EUR,37,0.0,0,,0,,0,1,5,5,1,1,7,1,0,,0,,0,,0,,2,480,0
EUR,46,0.0,1,1.0,1,23.0,4,5,13,5,1,0,0,0,0,,1,4.0,1,6.0,0,,2,28,1
USD,8,0.0,0,,0,,0,1,13,6,1,1,13,1,0,,0,,0,,0,,0,480,0
USD,64,361.0,1,361.0,1,378.0,2,3,5,13,1,0,0,1,0,,1,0.0,1,14.0,0,,0,380,1
EUR,46,118.0,1,119.0,0,,0,1,7,5,1,1,12,1,0,,0,,0,,0,,2,480,0
USD,41,0.0,0,,0,,0,1,13,6,1,1,12,0,0,,0,,0,,0,,2,480,0
EUR,46,0.0,1,7.0,1,176.0,2,0,5,6,1,1,5,0,1,135.0,1,175.0,0,,0,,2,176,1
EUR,46,134.0,0,,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,0,480,0
USD,160,0.0,0,,0,,0,1,13,13,1,1,13,1,0,,0,,0,,0,,0,480,0
EUR,123,0.0,1,0.0,1,0.0,2.4,0,13,5,0,0,0,0,0,,0,,0,,0,,2,480,0
EUR,77,0.0,1,0.0,1,2.0,2,5,8,8,1,1,8,0,0,,1,0.0,1,1.0,0,,0,6,1
USD,153,0.0,1,0.0,0,,0,1,7,7,0,1,13,0,0,,0,,0,,0,,2,480,0
EUR,46,0.0,1,0.0,1,0.0,10,0,7,5,0,1,6,0,0,,0,,0,,0,,2,0,1
USD,32,70.0,0,,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,2,480,0
USD,53,7.0,0,,0,,0,1,13,5,1,1,13,0,0,,0,,0,,0,,2,481,0
USD,31,0.0,1,1.0,0,,0,1,12,12,0,1,12,1,0,,0,,0,,0,,0,481,0
EUR,46,207.0,1,211.0,1,211.0,2,0,13,5,0,0,0,0,0,,0,,0,,0,,2,481,0
USD,43,0.0,0,,0,,0,1,12,5,1,0,0,0,0,,0,,0,,0,,2,481,0
USD,31,119.0,1,120.0,0,,0,1,6,7,1,1,12,1,0,,0,,0,,0,,2,481,0
USD,106,0.0,1,1.0,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,481,0
EUR,46,0.0,1,1.0,0,,0,1,13,13,0,0,0,0,0,,0,,0,,0,,2,481,0
USD,153,0.0,0,,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,481,0
USD,160,0.0,1,1.0,0,,0,1,6,5,1,1,7,1,0,,0,,0,,0,,2,481,0
USD,104,0.0,0,,0,,0,1,13,13,1,1,13,1,0,,0,,0,,0,,2,481,0
EUR,46,0.0,1,1.0,0,,0,1,8,5,1,1,8,1,0,,0,,0,,0,,0,481,0
EUR,46,0.0,1,99.0,1,117.0,10,0,9,9,1,1,8,1,0,,0,,0,,0,,0,481,0
EUR,46,0.0,1,3.0,0,,0,1,5,6,1,1,12,0,0,,0,,0,,0,,2,482,0
USD,91,2.0,1,2.0,0,,0,1,6,13,1,1,12,1,0,,0,,0,,0,,0,482,0
USD,46,0.0,0,,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,482,0
EUR,46,0.0,1,5.0,1,6.0,144,5,15,8,1,1,8,0,0,,1,0.0,0,,0,,0,17,1
USD,74,0.0,0,,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,2,482,0
USD,1,0.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,0,482,0
EUR,46,256.0,0,,0,,0,1,12,6,1,0,0,1,0,,0,,0,,0,,0,482,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,482,0
USD,22,0.0,1,2.0,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,0,482,0
GBP,53,0.0,1,2.0,0,,0,1,6,13,1,0,0,0,0,,0,,0,,0,,0,482,0
EUR,46,60.0,1,61.0,0,,0,1,7,6,1,1,13,1,0,,0,,0,,0,,0,482,0
USD,84,0.0,0,,0,,0,1,12,13,1,1,12,1,0,,0,,0,,0,,2,482,0
USD,130,0.0,0,,0,,0,1,5,5,0,1,12,0,0,,0,,0,,0,,2,482,0
USD,26,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,482,0
USD,160,0.0,1,32.0,0,,0,1,8,8,1,1,12,1,0,,0,,0,,0,,2,482,0
USD,31,135.0,1,136.0,0,,0,1,12,13,1,1,12,0,0,,0,,0,,0,,2,482,0
USD,28,1.0,1,4.0,0,,0,1,12,5,0,1,12,0,0,,0,,0,,0,,2,483,0
USD,155,0.0,1,340.0,0,,0,1,12,5,0,1,12,1,0,,0,,0,,0,,2,483,0
USD,43,130.0,0,,0,,0,1,13,8,1,0,0,1,0,,0,,0,,0,,2,483,0
USD,46,0.0,1,3.0,0,,0,1,8,8,0,1,6,0,0,,0,,0,,0,,0,483,0
USD,111,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,483,0
USD,31,0.0,0,,0,,0,1,8,15,1,0,0,0,0,,0,,0,,0,,0,483,0
EUR,46,339.0,1,343.0,1,345.0,10,0,13,5,0,0,0,0,0,,1,0.0,0,,0,,2,346,1
EUR,46,1.0,1,3.0,1,19.0,2.4,0,13,5,1,1,13,0,1,0.0,0,,0,,0,,2,74,1
USD,111,0.0,0,,0,,0,1,12,13,1,1,12,1,0,,0,,0,,0,,0,483,0
GBP,53,0.0,1,0.0,1,45.0,8,0,9,8,1,1,6,1,0,,1,39.0,1,41.0,0,,2,45,1
EUR,46,39.0,1,39.0,1,40.0,2.8,0,5,5,1,1,12,1,0,,1,0.0,1,0.0,0,,0,40,1
USD,31,152.0,0,,0,,0,1,13,5,1,1,12,1,0,,0,,0,,0,,2,483,0
EUR,50,0.0,1,10.0,1,25.0,120,5,8,10,0,0,0,0,0,,0,,0,,0,,2,483,0
EUR,46,171.0,1,173.0,0,,0,1,12,13,1,0,0,1,0,,0,,0,,0,,2,483,0
EUR,37,0.0,1,0.0,1,4.0,20,5,8,8,1,1,8,1,0,,0,,0,,0,,2,483,0
EUR,46,0.0,1,0.0,1,13.0,10,5,7,5,0,0,0,0,0,,0,,0,,0,,2,483,0
USD,53,0.0,0,,0,,0,1,13,13,0,1,13,1,0,,0,,0,,0,,2,483,0
EUR,46,13.0,1,17.0,1,17.0,2,0,13,13,1,1,12,0,0,,1,0.0,1,0.0,0,,2,17,1
USD,41,0.0,0,,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,2,483,0
USD,127,0.0,1,0.0,0,,0,1,5,5,1,1,6,0,0,,0,,0,,0,,2,483,0
EUR,111,57.0,0,,0,,0,1,12,13,0,1,13,0,0,,0,,0,,0,,2,483,0
USD,160,0.0,1,0.0,0,,0,1,6,5,1,1,13,1,0,,0,,0,,0,,2,483,0
USD,150,19.0,1,109.0,0,,0,1,13,12,1,0,0,1,0,,0,,0,,0,,0,483,0
EUR,46,0.0,1,0.0,0,,0,1,5,5,0,0,0,0,0,,0,,0,,0,,2,483,0
USD,111,0.0,1,0.0,1,39.0,4,4,12,12,1,1,12,0,0,,1,0.0,0,,0,,0,39,1
USD,28,7.0,1,17.0,0,,0,1,12,13,1,0,0,1,0,,0,,0,,0,,0,483,0
EUR,46,27.0,0,,0,,0,1,12,5,1,0,0,0,0,,0,,0,,0,,2,484,0
USD,31,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,484,0
USD,155,13.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,0,484,0
EUR,46,128.0,1,130.0,0,,0,1,13,5,0,0,0,0,0,,0,,0,,0,,2,484,0
USD,46,122.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,2,484,0
EUR,60,53.0,1,54.0,1,54.0,4,3,5,13,1,0,0,1,0,,1,0.0,1,64.0,0,,2,81,1
USD,31,0.0,1,4.0,1,74.0,2,3,5,7,0,1,13,0,0,,1,0.0,1,68.0,0,,0,74,1
EUR,46,0.0,1,1.0,0,,0,1,13,12,1,1,13,1,0,,0,,0,,0,,2,484,0
EUR,46,172.0,1,173.0,1,177.0,2,0,13,5,1,1,12,1,0,,1,0.0,1,147.0,0,,2,179,1
USD,31,148.0,1,148.0,1,166.0,4,3,13,5,1,0,0,1,0,,0,,0,,0,,2,484,0
EUR,46,1.0,1,4.0,1,17.0,4,0,12,12,0,0,0,0,0,,1,0.0,1,1.0,0,,2,28,1
EUR,50,0.0,0,,0,,0,1,13,13,1,0,0,1,0,,0,,0,,0,,2,484,0
EUR,46,58.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,484,0
EUR,46,0.0,0,,0,,0,1,13,5,0,0,0,0,0,,0,,0,,0,,2,484,0
USD,8,0.0,0,,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,2,484,0
USD,114,0.0,1,0.0,0,,0,1,13,12,1,1,13,1,0,,0,,0,,0,,2,484,0
EUR,46,0.0,1,1.0,1,5.0,3.6,5,12,13,1,1,5,1,0,,0,,0,,0,,2,6,1
USD,31,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,484,0
