user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_money_other_brokers,mifid_invested_other_brokers,mifid_experience,has_linked_account,linked_account_days,has_demo_account,demo_account_days,has_demo_trade,demo_trade_days,has_mock_account,mock_account_days,user_flow_name,days_until_conversion_or_today,is_converted
USD,57,0.0,1,0.0,1,0.0,4.024,4,9,6,0,1,13,0,0,,1,0.0,0,,0,,2,1,1
USD,100,3.0,1,3.0,1,3.0,4,3,13,5,0,1,5,0,0,,1,0.0,0,,0,,0,7,1
USD,8,0.0,0,,0,,0,1,12,13,0,1,12,0,0,,0,,0,,0,,0,311,0
USD,67,0.0,1,0.0,0,,0,1,5,8,1,0,0,0,0,,0,,0,,0,,0,311,0
USD,41,4.0,0,,0,,0,1,5,5,1,0,0,1,0,,0,,0,,0,,2,311,0
USD,116,1.0,1,1.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,312,0
USD,53,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,312,0
EUR,22,0.0,0,,0,,0,1,12,13,1,1,13,1,0,,0,,0,,0,,2,312,0
USD,160,0.0,1,0.0,0,,0,1,6,6,1,1,13,1,0,,0,,0,,0,,2,312,0
USD,31,8.0,1,9.0,1,30.0,2.5658,4,6,13,1,1,6,0,1,25.0,0,,0,,0,,2,31,1
EUR,17,0.0,0,,0,,0,1,5,5,1,1,5,1,0,,0,,0,,0,,2,312,0
USD,153,0.0,0,,0,,0,1,12,13,0,1,12,0,0,,0,,0,,0,,0,312,0
EUR,46,134.0,1,147.0,1,150.0,2,0,12,12,1,1,12,1,0,,0,,0,,0,,2,312,0
EUR,37,2.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,2,312,0
EUR,17,0.0,1,0.0,1,2.0,20,5,8,7,0,1,5,1,0,,0,,0,,0,,2,7,1
EUR,46,2.0,1,2.0,1,12.0,2,0,12,13,1,1,12,0,0,,1,0.0,1,3.0,0,,2,13,1
USD,46,0.0,1,0.0,1,0.0,2,0,13,13,0,0,0,0,0,,0,,0,,0,,2,1,1
USD,125,171.0,1,172.0,0,,0,1,9,9,0,1,8,1,0,,0,,0,,0,,0,312,0
USD,1,0.0,0,,0,,0,1,6,9,0,0,0,0,0,,0,,0,,0,,2,312,0
USD,66,3.0,1,3.0,1,64.0,20.374,5,9,9,0,1,7,1,1,0.0,0,,0,,1,42.0,2,70,1
USD,53,38.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,312,0
USD,152,0.0,1,199.0,0,,0,1,5,12,1,1,7,1,0,,0,,0,,0,,2,312,0
USD,41,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,312,0
USD,31,0.0,1,4.0,0,,0,1,12,13,1,1,12,1,0,,0,,0,,0,,2,313,0
GBP,53,0.0,1,1.0,1,1.0,2,0,7,7,1,1,13,1,0,,0,,0,,0,,2,1,1
GBP,53,0.0,0,,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,313,0
USD,46,0.0,1,1.0,0,,0,1,13,5,0,0,0,1,0,,0,,0,,0,,2,313,0
USD,31,0.0,0,,0,,0,1,13,5,1,0,0,1,0,,0,,0,,0,,2,313,0
EUR,46,0.0,1,1.0,1,2.0,2.8,0,13,13,0,1,13,1,0,,0,,0,,0,,2,3,1
USD,101,0.0,1,1.0,0,,0,1,8,9,1,1,13,1,0,,0,,0,,0,,0,313,0
USD,160,0.0,0,,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,313,0
USD,111,0.0,0,,0,,0,1,12,12,0,1,12,1,0,,0,,0,,0,,2,313,0
EUR,132,0.0,0,,0,,0,1,5,13,1,1,5,0,0,,0,,0,,0,,0,313,0
USD,114,12.0,1,12.0,1,12.0,4,3,13,13,0,1,12,0,0,,1,0.0,0,,0,,0,12,1
EUR,47,0.0,1,1.0,1,45.0,2,0,7,13,1,1,12,0,0,,1,21.0,1,23.0,0,,2,46,1
USD,160,0.0,1,1.0,1,16.0,2.2,4,7,5,1,0,0,1,0,,1,1.0,1,1.0,0,,2,16,1
EUR,123,0.0,1,1.0,1,1.0,2.2,0,6,5,1,0,0,0,0,,0,,0,,0,,2,2,1
USD,104,0.0,1,5.0,0,,0,1,6,8,1,1,13,1,0,,0,,0,,0,,2,313,0
USD,160,0.0,0,,0,,0,1,7,13,1,1,13,1,0,,0,,0,,0,,0,313,0
EUR,46,11.0,0,,0,,0,1,12,8,1,1,12,1,0,,0,,0,,0,,2,313,0
USD,155,0.0,0,,0,,0,1,13,13,0,0,0,1,0,,0,,0,,0,,0,313,0
USD,8,102.0,0,,0,,0,1,6,13,1,1,13,1,0,,0,,0,,0,,0,314,0
EUR,77,0.0,0,,0,,0,1,5,5,0,1,13,0,0,,0,,0,,0,,2,314,0
USD,161,0.0,0,,0,,0,1,12,5,1,0,0,0,0,,0,,0,,0,,0,314,0
EUR,46,4.0,1,6.0,1,6.0,2.04,0,12,5,0,0,0,0,0,,1,0.0,0,,0,,0,6,1
USD,31,217.0,1,221.0,1,229.0,8.42112,4,12,13,1,1,12,0,0,,0,,0,,0,,2,314,0
USD,116,0.0,1,2.0,1,2.0,4.4,0,13,12,1,0,0,0,0,,0,,0,,0,,2,4,1
EUR,42,0.0,1,3.0,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,314,0
EUR,46,0.0,1,4.0,1,5.0,2,0,12,12,1,1,12,1,0,,0,,0,,0,,2,33,1
EUR,46,12.0,1,12.0,1,13.0,2,0,12,12,1,1,13,1,0,,1,0.0,0,,0,,2,13,1
EUR,46,223.0,1,223.0,1,225.0,2.4,0,5,5,1,1,6,0,0,,1,0.0,0,,0,,0,225,1
USD,161,0.0,0,,0,,0,1,11,11,1,1,11,1,0,,0,,0,,0,,2,314,0
USD,150,0.0,1,2.0,0,,0,1,8,7,0,1,8,1,0,,0,,0,,0,,0,314,0
EUR,42,0.0,1,2.0,0,,0,1,5,13,1,1,13,1,0,,0,,0,,0,,0,314,0
USD,155,0.0,0,,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,314,0
EUR,46,0.0,1,39.0,1,48.0,2.4,0,12,12,1,1,12,0,0,,1,0.0,1,45.0,0,,0,130,1
USD,30,0.0,1,2.0,0,,0,1,12,12,0,1,12,1,0,,0,,0,,0,,2,314,0
EUR,46,0.0,1,3.0,0,,0,1,6,6,1,0,0,0,0,,0,,0,,0,,0,314,0
EUR,46,23.0,1,23.0,1,23.0,2,0,8,6,1,1,6,1,0,,1,0.0,1,12.0,0,,0,24,1
USD,161,0.0,1,3.0,0,,0,1,13,13,1,1,12,0,0,,0,,0,,0,,2,314,0
USD,160,0.0,1,9.0,1,26.0,4,3,5,5,1,1,5,1,0,,0,,0,,0,,2,27,1
USD,160,14.0,1,16.0,0,,0,1,12,13,0,1,12,1,0,,0,,0,,0,,1,314,0
USD,155,0.0,0,,0,,0,1,13,13,1,1,12,1,0,,0,,0,,0,,0,314,0
USD,28,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,314,0
EUR,46,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,314,0
USD,100,0.0,1,2.0,1,3.0,3.08,4,13,5,1,1,12,1,0,,0,,0,,0,,2,3,1
EUR,46,12.0,1,40.0,1,76.0,2,0,6,6,0,0,0,0,0,,1,0.0,1,3.0,0,,0,76,1
USD,31,0.0,0,,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,0,315,0
USD,138,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,315,0
EUR,37,0.0,1,3.0,1,31.0,2.004,5,6,6,1,0,0,1,0,,1,29.0,1,47.0,0,,2,61,1
USD,107,0.0,1,3.0,0,,0,1,10,8,1,1,7,0,0,,0,,0,,0,,0,315,0
EUR,100,21.0,1,24.0,0,,0,1,7,7,0,1,5,0,0,,0,,0,,0,,2,315,0
USD,74,0.0,1,3.0,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,315,0
USD,125,42.0,0,,0,,0,1,8,9,0,1,5,0,0,,0,,0,,0,,2,315,0
USD,28,0.0,1,3.0,0,,0,1,13,13,1,1,12,1,0,,0,,0,,0,,2,315,0
USD,31,0.0,0,,0,,0,1,8,6,1,0,0,1,0,,0,,0,,0,,0,315,0
EUR,46,3.0,1,3.0,1,8.0,2,0,5,9,1,1,6,0,1,3.0,1,0.0,0,,0,,0,19,1
USD,53,10.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,315,0
EUR,46,95.0,1,95.0,1,97.0,4,0,7,8,1,1,7,1,1,0.0,1,0.0,1,0.0,0,,0,98,1
EUR,46,0.0,0,,0,,0,1,10,9,1,1,9,1,0,,0,,0,,0,,2,315,0
USD,43,0.0,0,,0,,0,1,12,12,0,1,12,1,0,,0,,0,,0,,2,315,0
USD,30,0.0,1,0.0,0,,0,1,5,9,0,0,0,0,0,,0,,0,,0,,2,315,0
USD,100,0.0,0,,0,,0,1,12,13,0,1,12,0,0,,0,,0,,0,,2,315,0
USD,8,0.0,0,,0,,0,1,12,13,1,1,12,1,0,,0,,0,,0,,0,315,0
USD,100,0.0,0,,0,,0,1,7,6,0,0,0,0,0,,0,,0,,0,,2,315,0
USD,53,0.0,0,,0,,0,1,12,12,1,1,12,1,0,,0,,0,,0,,2,315,0
EUR,28,1.0,0,,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,0,316,0
USD,26,0.0,0,,0,,0,1,7,7,1,1,6,1,0,,0,,0,,0,,2,316,0
USD,111,1.0,1,4.0,1,159.0,2,3,12,12,1,1,12,0,1,1.0,1,1.0,1,1.0,0,,2,172,1
USD,126,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,316,0
EUR,46,0.0,1,1.0,0,,0,1,6,5,1,1,5,0,0,,0,,0,,0,,2,316,0
USD,161,6.0,1,6.0,1,6.0,2,3,5,6,1,1,12,1,0,,0,,0,,0,,2,6,1
EUR,46,13.0,1,13.0,1,13.0,8,0,8,6,1,0,0,0,0,,0,,0,,0,,2,316,0
USD,46,0.0,1,32.0,1,203.0,2,0,13,13,1,1,13,1,0,,1,0.0,1,0.0,0,,2,203,1
EUR,37,0.0,1,0.0,0,,0,1,5,13,1,1,12,0,0,,0,,0,,0,,2,316,0
USD,155,80.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,316,0
EUR,88,13.0,1,13.0,1,19.0,40,5,9,9,1,1,8,1,0,,1,0.0,1,0.0,0,,2,22,1
USD,1,0.0,1,11.0,0,,0,1,7,7,1,1,6,1,0,,0,,0,,0,,2,316,0
USD,100,204.0,1,204.0,0,,0,1,12,12,0,0,0,1,0,,0,,0,,0,,0,316,0
GBP,53,0.0,1,0.0,1,55.0,2,0,8,7,0,1,7,0,0,,1,0.0,0,,0,,2,55,1
USD,100,0.0,0,,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,0,317,0
EUR,8,236.0,0,,0,,0,1,5,7,1,0,0,1,0,,0,,0,,0,,2,317,0
EUR,119,0.0,1,1.0,1,44.0,3.6,5,8,6,1,1,7,0,0,,1,2.0,1,5.0,0,,2,47,1
USD,138,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,317,0
USD,8,2.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,317,0
USD,100,0.0,0,,0,,0,1,12,7,0,1,12,0,0,,0,,0,,0,,2,317,0
USD,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,317,0
EUR,46,57.0,1,57.0,1,58.0,3.2,0,13,5,1,1,12,1,0,,1,0.0,1,6.0,0,,0,58,1
USD,31,211.0,1,211.0,0,,0,1,5,5,1,0,0,1,0,,0,,0,,0,,0,317,0
EUR,39,0.0,1,2.0,1,37.0,12,0,6,6,0,1,8,0,0,,1,0.0,1,8.0,0,,2,40,1
USD,1,229.0,0,,0,,0,1,7,6,1,1,12,1,0,,0,,0,,0,,0,317,0
EUR,46,0.0,1,1.0,1,6.0,40,5,7,5,1,0,0,0,0,,1,0.0,1,1.0,0,,2,6,1
USD,10,5.0,1,5.0,1,19.0,2,5,6,5,1,1,5,1,0,,1,0.0,1,15.0,0,,0,36,1
USD,66,0.0,1,0.0,1,0.0,2.4,3,7,7,0,0,0,0,0,,1,0.0,0,,0,,0,0,1
EUR,8,0.0,1,0.0,1,4.0,2,3,7,7,1,1,8,1,0,,0,,0,,0,,2,317,0
USD,57,0.0,1,1.0,0,,0,1,5,6,1,1,13,0,0,,0,,0,,0,,2,317,0
USD,53,18.0,0,,0,,0,1,12,13,1,1,12,0,0,,0,,0,,0,,2,317,0
USD,43,1.0,0,,0,,0,1,12,12,0,0,0,1,0,,0,,0,,0,,2,317,0
USD,31,0.0,0,,0,,0,1,12,13,1,0,0,1,0,,0,,0,,0,,0,317,0
USD,70,0.0,1,0.0,1,1.0,2.4,3,5,13,1,1,12,1,0,,0,,0,,0,,2,1,1
USD,31,0.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,0,317,0
USD,31,0.0,1,22.0,1,34.0,2,4,12,13,0,1,12,0,0,,0,,0,,0,,2,317,0
USD,26,1.0,1,1.0,0,,0,1,15,15,1,1,10,1,0,,0,,0,,0,,2,318,0
EUR,46,0.0,0,,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,0,318,0
EUR,37,0.0,1,2.0,0,,0,1,9,8,1,1,8,1,0,,0,,0,,0,,2,318,0
USD,46,0.0,0,,0,,0,1,12,13,0,1,12,1,0,,0,,0,,0,,0,318,0
EUR,46,76.0,1,86.0,1,162.0,2,5,6,13,1,0,0,0,0,,1,0.0,1,6.0,0,,2,173,1
USD,1,0.0,1,1.0,0,,0,1,13,7,1,1,13,1,0,,0,,0,,0,,0,318,0
USD,22,0.0,1,1.0,0,,0,1,12,12,1,1,9,1,0,,0,,0,,0,,2,318,0
USD,125,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,318,0
USD,111,0.0,0,,0,,0,1,12,5,1,0,0,0,0,,0,,0,,0,,0,318,0
EUR,9,0.0,0,,0,,0,1,6,7,1,1,12,1,0,,0,,0,,0,,2,318,0
EUR,46,0.0,1,0.0,1,55.0,4,5,7,8,1,1,13,1,1,52.0,1,93.0,1,93.0,0,,2,97,1
USD,114,0.0,1,1.0,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,2,318,0
USD,100,0.0,1,1.0,0,,0,1,13,5,1,1,12,1,0,,0,,0,,0,,2,318,0
USD,8,0.0,1,0.0,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,2,318,0
USD,30,0.0,1,0.0,0,,0,1,8,5,0,1,5,0,0,,0,,0,,0,,2,318,0
USD,41,0.0,1,1.0,0,,0,1,5,13,1,0,0,0,0,,0,,0,,0,,0,318,0
USD,41,0.0,0,,0,,0,1,12,6,0,0,0,0,0,,0,,0,,0,,2,318,0
USD,31,69.0,0,,0,,0,1,13,13,0,0,0,0,0,,0,,0,,0,,0,318,0
USD,31,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,318,0
USD,57,1.0,0,,0,,0,1,6,9,1,0,0,1,0,,0,,0,,0,,0,319,0
EUR,36,232.0,1,232.0,0,,0,1,8,9,1,1,8,0,0,,0,,0,,0,,2,319,0
USD,104,0.0,0,,0,,0,1,5,5,0,0,0,0,0,,0,,0,,0,,2,319,0
USD,43,0.0,0,,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,2,319,0
USD,53,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,319,0
USD,129,4.0,1,7.0,0,,0,1,13,13,0,1,12,0,0,,0,,0,,0,,2,319,0
GBP,53,0.0,0,,0,,0,1,9,13,1,1,6,1,0,,0,,0,,0,,2,319,0
EUR,46,185.0,1,186.0,1,188.0,2,0,6,13,1,1,12,0,0,,1,0.0,1,0.0,0,,0,189,1
USD,160,14.0,0,,0,,0,1,12,5,0,1,12,0,0,,0,,0,,0,,0,319,0
USD,111,1.0,1,1.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,319,0
USD,31,0.0,1,1.0,1,1.0,2,3,12,12,0,0,0,0,0,,0,,0,,0,,2,319,0
USD,46,87.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,319,0
USD,31,0.0,1,1.0,0,,0,1,7,7,1,1,12,0,0,,0,,0,,0,,2,319,0
USD,31,0.0,0,,0,,0,1,7,7,1,0,0,1,0,,0,,0,,0,,0,319,0
USD,161,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,319,0
USD,31,17.0,1,17.0,0,,0,1,10,15,1,1,12,0,0,,0,,0,,0,,2,319,0
EUR,46,301.0,1,302.0,0,,0,1,13,13,1,1,12,1,0,,0,,0,,0,,0,319,0
GBP,53,10.0,1,16.0,1,22.0,2.12,0,12,5,0,1,12,0,1,0.0,0,,0,,0,,2,22,1
USD,160,0.0,1,17.0,0,,0,1,6,6,1,0,0,1,0,,0,,0,,0,,0,319,0
USD,69,0.0,0,,0,,0,1,13,7,1,0,0,1,0,,0,,0,,0,,2,319,0
EUR,37,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,319,0
EUR,46,0.0,1,0.0,1,0.0,4,0,9,8,1,0,0,0,0,,0,,0,,0,,2,0,1
EUR,46,238.0,0,,0,,0,1,12,13,1,1,12,1,0,,0,,0,,0,,2,319,0
USD,43,0.0,1,4.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,319,0
USD,43,18.0,0,,0,,0,1,6,6,1,0,0,1,0,,0,,0,,0,,0,319,0
GBP,53,1.0,1,1.0,1,51.0,2,0,6,6,1,1,12,1,0,,1,0.0,0,,0,,0,52,1
EUR,46,15.0,1,16.0,1,18.0,12,0,7,13,0,0,0,0,0,,1,0.0,1,1.0,0,,0,18,1
EUR,46,4.0,1,10.0,0,,0,1,13,13,1,1,13,0,0,,0,,0,,0,,2,320,0
USD,22,0.0,1,1.0,1,1.0,4,3,7,6,0,1,5,0,1,0.0,1,1.0,1,1.0,0,,2,1,1
USD,111,171.0,0,,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,0,320,0
USD,111,0.0,1,1.0,1,2.0,4,3,12,12,0,0,0,0,0,,1,0.0,1,1.0,0,,2,2,1
USD,28,103.0,1,107.0,0,,0,1,5,5,0,0,0,0,0,,0,,0,,0,,2,320,0
EUR,46,160.0,1,163.0,1,165.0,4,5,12,12,0,1,12,0,0,,1,0.0,1,3.0,0,,0,178,1
USD,43,0.0,1,1.0,0,,0,1,6,8,1,0,0,0,0,,0,,0,,0,,2,320,0
EUR,46,0.0,0,,0,,0,1,12,5,1,1,12,1,0,,0,,0,,0,,0,320,0
EUR,46,0.0,0,,0,,0,1,5,13,1,1,6,0,0,,0,,0,,0,,0,320,0
USD,31,0.0,1,1.0,1,3.0,2,3,7,5,1,1,12,1,0,,1,0.0,1,1.0,0,,0,3,1
USD,53,0.0,0,,0,,0,1,7,7,1,0,0,1,0,,0,,0,,0,,2,320,0
USD,31,7.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,2,320,0
USD,8,1.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,321,0
EUR,39,7.0,1,11.0,0,,0,1,5,13,1,1,13,1,0,,0,,0,,0,,2,321,0
USD,31,0.0,0,,0,,0,1,12,5,0,0,0,0,0,,0,,0,,0,,2,321,0
USD,160,0.0,1,2.0,0,,0,1,6,7,1,1,6,1,0,,0,,0,,0,,2,321,0
EUR,46,0.0,1,2.0,1,20.0,8,5,5,5,1,1,5,0,0,,0,,0,,0,,2,22,1
GBP,53,0.0,1,2.0,0,,0,1,5,13,1,1,13,0,0,,0,,0,,0,,2,321,0
USD,114,0.0,1,2.0,1,13.0,2.00244,4,7,5,1,1,12,1,1,2.0,0,,0,,0,,2,13,1
EUR,46,120.0,1,121.0,0,,0,1,5,5,1,1,12,0,0,,0,,0,,0,,2,321,0
EUR,46,306.0,0,,0,,0,1,12,13,1,0,0,1,0,,0,,0,,0,,0,321,0
USD,100,3.0,0,,0,,0,1,12,12,0,1,12,0,0,,0,,0,,0,,0,321,0
USD,8,0.0,1,5.0,0,,0,1,12,13,0,1,12,0,0,,0,,0,,0,,2,321,0
USD,100,0.0,1,2.0,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,0,321,0
USD,100,0.0,0,,0,,0,1,5,12,1,1,13,0,0,,0,,0,,0,,2,322,0
EUR,46,31.0,1,32.0,1,34.0,4,0,13,5,1,0,0,1,0,,1,0.0,1,10.0,0,,0,53,1
USD,28,0.0,1,4.0,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,322,0
EUR,46,0.0,0,,0,,0,1,5,6,1,1,13,1,0,,0,,0,,0,,2,322,0
EUR,50,0.0,0,,0,,0,1,12,6,1,1,12,1,0,,0,,0,,0,,0,322,0
USD,100,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,322,0
USD,46,0.0,0,,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,322,0
USD,53,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,0,322,0
USD,150,0.0,0,,0,,0,1,6,5,1,1,5,1,0,,0,,0,,0,,2,322,0
EUR,46,0.0,1,0.0,1,0.0,2,0,12,13,0,1,12,1,0,,0,,0,,0,,2,322,0
EUR,46,0.0,1,0.0,1,0.0,4,0,7,8,1,1,12,0,0,,1,0.0,0,,0,,2,3,1
USD,72,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,322,0
EUR,46,65.0,0,,0,,0,1,6,6,1,1,5,1,0,,0,,0,,0,,2,322,0
USD,100,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,322,0
USD,8,0.0,1,11.0,1,29.0,3.72,4,5,6,1,1,12,0,0,,1,0.0,0,,0,,2,68,1
USD,28,0.0,1,1.0,0,,0,1,8,7,1,1,12,1,0,,0,,0,,0,,2,323,0
EUR,46,0.0,1,1.0,1,5.0,6,6,6,7,0,1,12,0,0,,0,,0,,0,,2,323,0
USD,129,0.0,1,1.0,0,,0,1,9,9,1,1,9,1,0,,0,,0,,0,,2,323,0
EUR,46,0.0,1,18.0,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,323,0
EUR,31,0.0,1,4.0,0,,0,1,5,6,1,1,13,1,0,,0,,0,,0,,2,323,0
USD,43,0.0,0,,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,0,323,0
USD,31,0.0,1,1.0,0,,0,1,12,13,1,0,0,0,0,,0,,0,,0,,2,323,0
EUR,46,1.0,0,,0,,0,1,12,12,0,0,0,1,0,,0,,0,,0,,2,323,0
EUR,46,18.0,1,19.0,1,21.0,6,0,8,7,0,0,0,0,0,,1,0.0,0,,0,,0,22,1
USD,28,183.0,1,184.0,1,245.0,2,3,12,13,1,0,0,1,0,,1,0.0,1,4.0,0,,0,249,1
USD,22,0.0,1,1.0,1,1.0,2.01004,4,10,10,0,1,8,1,0,,0,,0,,0,,2,1,1
EUR,46,0.0,1,1.0,0,,0,1,12,12,1,0,0,0,0,,0,,0,,0,,2,323,0
EUR,31,0.0,0,,0,,0,1,12,13,0,1,12,0,0,,0,,0,,0,,2,323,0
USD,100,0.0,0,,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,2,323,0
EUR,46,0.0,0,,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,2,323,0
EUR,46,15.0,1,15.0,0,,0,1,6,7,0,1,13,0,0,,0,,0,,0,,2,323,0
USD,144,0.0,1,0.0,1,0.0,20,3,10,10,0,1,8,1,0,,0,,0,,0,,2,0,1
USD,30,0.0,1,0.0,0,,0,1,5,5,0,1,13,0,0,,0,,0,,0,,2,323,0
USD,31,0.0,1,0.0,1,5.0,2,3,13,13,0,0,0,0,0,,0,,0,,0,,2,11,1
USD,8,0.0,1,1.0,1,54.0,2.88492,4,12,5,1,1,12,1,1,0.0,1,0.0,0,,0,,0,55,1
EUR,15,0.0,1,4.0,1,8.0,50,5,8,9,0,0,0,0,0,,1,0.0,0,,0,,0,21,1
USD,31,12.0,1,12.0,0,,0,1,13,5,0,0,0,1,0,,0,,0,,0,,0,323,0
USD,31,0.0,1,0.0,0,,0,1,12,12,1,1,12,0,0,,0,,0,,0,,2,323,0
USD,10,0.0,1,1.0,1,1.0,40,3,9,9,1,1,7,1,0,,1,9.0,1,13.0,0,,2,19,1
USD,9,0.0,1,6.0,1,7.0,2.04,4,5,5,1,1,5,1,0,,0,,0,,0,,2,7,1
USD,8,0.0,0,,0,,0,1,7,6,1,1,12,0,0,,0,,0,,0,,0,324,0
USD,37,0.0,1,1.0,0,,0,1,5,6,0,1,7,0,0,,0,,0,,0,,0,324,0
EUR,46,0.0,1,2.0,1,2.0,4,0,8,9,1,1,7,0,0,,0,,0,,0,,2,2,1
USD,160,0.0,1,1.0,0,,0,1,6,7,1,1,6,1,0,,0,,0,,0,,2,324,0
USD,100,0.0,1,0.0,0,,0,1,12,13,1,1,12,0,0,,0,,0,,0,,0,324,0
EUR,106,0.0,1,0.0,1,2.0,6,5,13,13,1,0,0,1,0,,1,1.0,1,1.0,0,,2,5,1
GBP,53,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,324,0
USD,160,0.0,0,,0,,0,1,12,12,1,0,0,1,0,,0,,0,,0,,0,324,0
EUR,46,5.0,1,6.0,1,9.0,2,4,5,7,1,0,0,0,0,,0,,0,,0,,0,324,0
USD,160,0.0,0,,0,,0,1,8,8,1,0,0,1,0,,0,,0,,0,,0,324,0
EUR,39,16.0,1,16.0,1,23.0,40,5,0,0,0,0,0,0,0,,1,0.0,1,0.0,0,,0,57,1
USD,30,0.0,1,0.0,0,,0,1,12,12,0,1,12,1,0,,0,,0,,0,,0,324,0
USD,130,3.0,1,5.0,1,15.0,4,3,5,6,0,1,5,0,0,,1,0.0,0,,0,,0,21,1
USD,31,86.0,0,,0,,0,1,13,5,1,0,0,0,0,,0,,0,,0,,0,324,0
USD,100,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,324,0
USD,43,0.0,1,1.0,1,3.0,2.4,3,12,13,1,1,12,1,0,,0,,0,,0,,2,4,1
USD,130,0.0,1,0.0,1,46.0,8,3,12,12,0,1,12,0,0,,1,0.0,1,8.0,0,,0,47,1
USD,100,185.0,1,189.0,0,,0,1,12,13,0,0,0,0,0,,0,,0,,0,,0,325,0
EUR,46,0.0,1,1.0,0,,0,1,5,5,0,1,13,0,0,,0,,0,,0,,2,325,0
USD,72,0.0,1,2.0,0,,0,1,8,13,1,0,0,1,0,,0,,0,,0,,2,325,0
EUR,46,57.0,1,58.0,0,,0,1,5,5,1,1,13,0,0,,0,,0,,0,,0,325,0
USD,42,1.0,0,,0,,0,1,13,13,1,1,13,1,0,,0,,0,,0,,2,325,0
EUR,46,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,0,325,0
USD,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,0,325,0
USD,43,0.0,0,,0,,0,1,12,12,0,0,0,0,0,,0,,0,,0,,2,325,0
EUR,46,0.0,0,,0,,0,1,0,0,0,0,0,0,0,,0,,0,,0,,2,325,0
