userid,has_darwin,pfees,darwinia,dscore,commissions,investment,old_darwin,label
4acac908-516a-40f3-8d9e-a1a54b59d937,True,329.1317615147071,513.3387612050963,811.8331735737936,6.10091935509316,56.57161323655917,True,2
53896cf7-e0ff-4c99-b71b-2640f2bdeb5c,True,329.1317615147071,513.3387612050963,626.675995352758,6.10091935509316,0.0,True,3
e079ea73-c4c6-4492-9fcf-39e877bd6cc8,True,0.0,0.0,0.0,0.2840446698913804,0.0,True,3
7c344536-ee4b-42dc-9731-d344078d0f54,True,0.022516284763391375,0.0,0.0,2.369244988335391,0.0,True,3
2be80745-12a6-4865-b27a-86f65c03e51a,False,0.0,0.0,0.0,0.11374099758858312,0.0,False,5
43e0e82c-6425-4506-8679-d3dec1d3f869,False,0.0,0.0,0.0,0.9404795206563424,0.0,False,5
d3e3a41a-78ee-46b3-bafb-dec213a7c57d,True,0.0,0.0,0.0,0.735391727304804,0.0,True,3
66f296de-cdb8-45e8-86a8-36a2942be567,False,11.582302448289305,55.47739930362438,0.0,2.042797551413355,0.0,False,5
3bef075e-80d5-43ae-9a4f-761c9ef71f97,False,0.0,0.0,0.0,3.311417541432159,0.0,False,5
408bb1ac-1d99-43ff-98ea-54966f9b465c,False,0.0,0.0,0.0,3.311417541432159,0.0,False,5
1126b0b6-63ad-4c40-ad3c-d847379aaa84,False,0.0,0.0,0.0,3.311417541432159,0.0,False,5
338e2575-986f-4b12-ae22-8e5166ea3a16,False,0.0,0.0,0.0,3.2815586056646557,0.0,False,5
a56ce9d8-e1a6-4983-a532-a36d6ab8ccbc,True,20.84015515767137,67.5168132441506,677.8530097018547,21.441101517688143,4.170544576036191,True,1
2442ccbe-d90d-4266-9d0c-7ce08408cdea,True,3.393570081005901,20.11055724756384,784.8146524820137,0.17353582514360952,0.7714476524254072,True,2
f2f236a1-eb05-4219-a4a9-59169d918f9e,True,0.003039388301394428,0.0,0.0,7.4639643816756935,0.0,True,3
16f50eee-e244-419c-92de-ad113136b87b,True,37.28572700152249,143.3689587185626,836.3636280040314,0.22247985387590918,15.241661269182337,True,2
e8c29d77-6c02-45ba-8ec1-81a8165ae1d6,False,37.28572700152249,143.3689587185626,0.0,0.22247985387590918,0.0,False,5
2e9d253e-d312-4632-b7d1-b9c272254e54,False,68.2655296459764,265.9572542311128,774.8237792884587,1.7704117185549044,5.073795314577813,False,5
7443c5ec-38f6-4ffa-b25e-8ab791a0f2a8,False,68.2655296459764,265.9572542311128,783.5998668905045,1.7704117185549044,2.2769473363778063,False,5
1c4b7852-dfb7-4c48-93dd-a70227d263cd,True,0.010544816555858219,0.0,590.5644292662118,0.08896115914235593,0.0,True,3
afbbf09c-25ef-4fd4-8c6f-c0b9086d3211,True,0.0,0.0,614.5328341355427,10.592226595461826,0.0,True,3
8fea7451-5bc9-43f3-b834-fbf856661810,False,0.0,0.0,0.0,10.592226595461826,0.0,False,5
eb6251f2-8a71-4ae8-a70b-6e7dcf765ab2,False,0.0,0.0,0.0,10.592226595461826,0.0,False,5
df01af48-9d8d-44bb-b761-480e6f51c969,False,0.0,0.0,0.0,10.592226595461826,0.0,False,5
745e92b9-40ee-4c64-a0cb-71966caa5916,True,0.0,0.0,0.0,0.5202996513507513,0.0,True,3
a963c5b9-2192-47fb-8f7b-284d7bc2ce77,False,1.0567146755623567,42.99498446030889,861.112768488777,0.2841216259113998,0.0,False,5
bddb06c7-0228-49f6-8da7-4e3352c86d57,False,0.0,0.0,0.0,4.951889020184409,0.0,False,5
81a95699-d640-4298-b028-04044677b8c6,True,78.74199097921958,423.50455524648294,766.0627392991853,1.5513564075698558,0.7176225904658716,True,2
5bd5f2bd-f755-4831-869c-05b8b148978a,True,0.0,0.0,0.0,1.8662604414889912,0.0,True,3
7ea275fd-9eca-47ca-bff4-0b73ad3e2443,True,27.64683424447785,85.98996892061778,756.5408860431605,4.994137875175027,0.033288982277691344,True,2
